sourceTaxonName	sourceTaxonSpeciesName	sourceTaxonRank	sourceTaxonFamilyName	interactionTypeName	targetTaxonName	targetTaxonSpeciesName	targetTaxonRank	sourceCitation	sourceDOI	referenceDoi	referenceUrl	referenceCitation	sourceTaxonKingdomName	targetTaxonKingdomName
Boa imperator	Boa imperator	species	Boidae	preysOn	Streptopelia decaocto	Streptopelia decaocto	species	http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.				Cheryl Harleston López Espino. 2021. Boa imperator interaction->preyed on Streptopelia decaocto. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/92011297> on 17 Nov 2021.	Animalia	Animalia
Boa imperator	Boa imperator	species	Boidae	preysOn	Streptopelia decaocto	Streptopelia decaocto	species	http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.				Cheryl Harleston López Espino. 2020. Boa imperator interaction->preyed on Streptopelia decaocto. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/58987489> on 17 Nov 2021.	Animalia	Animalia
Boa imperator	Boa imperator	species	Boidae	preysOn	Streptopelia decaocto	Streptopelia decaocto	species	http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.				Cheryl Harleston López Espino. 2020. Streptopelia decaocto hunted by Boa imperator. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/58986545> on 17 Nov 2021.	Animalia	Animalia
Eastern equine encephalitis virus	Eastern equine encephalitis virus	species	Togaviridae	pathogenOf	Trachemys scripta	Trachemys scripta	species	Shaw, LP, Wang, AD, Dylus, D, et al. The phylogenetic range of bacterial and viral pathogens of vertebrates. Mol Ecol. 2020; 29: 3361– 3379. https://doi.org/10.1111/mec.15463				https://www.ncbi.nlm.nih.gov/pubmed/22403333	Orthornavirae	Animalia
Gnathostoma binucleatum	Gnathostoma binucleatum	species	Gnathostomatidae	parasiteOf	Trachemys scripta	Trachemys scripta	species	Sarah E Miller. 9/19/2017. Species associations manually extracted from Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680		10.1002/ecy.1680		Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680	Animalia	Animalia
Gnathostoma procyonis	Gnathostoma procyonis	species	Gnathostomatidae	parasiteOf	Trachemys scripta	Trachemys scripta	species	Sarah E Miller. 9/19/2017. Species associations manually extracted from Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680		10.1002/ecy.1680		Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680	Animalia	Animalia
Spiroxys contorta	Spiroxys contorta	species	Gnathostomatidae	parasiteOf	Trachemys scripta	Trachemys scripta	species	Sarah E Miller. 9/19/2017. Species associations manually extracted from Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680		10.1002/ecy.1680		Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680	Animalia	Animalia
Serpinema trispinosum	Serpinema trispinosum	species	Camallanidae	parasiteOf	Trachemys scripta	Trachemys scripta	species	Sarah E Miller. 9/19/2017. Species associations manually extracted from Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680		10.1002/ecy.1680		Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680	Animalia	Animalia
Ardea herodias	Ardea herodias	species	Ardeidae	preysOn	Trachemys scripta	Trachemys scripta	species	http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.				lukexl. 2021. Ardea herodias preying on Trachemys scripta. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/75330732> on 17 Nov 2021.	Animalia	Animalia
Alligator mississippiensis	Alligator mississippiensis	species	Alligatoridae	preysOn	Trachemys scripta	Trachemys scripta	species	http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.				Jim Sinclair. 2006. Alligator mississippiensis interaction->preyed on Trachemys scripta. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/8297154> on 17 Nov 2021.	Animalia	Animalia
Alligator mississippiensis	Alligator mississippiensis	species	Alligatoridae	preysOn	Trachemys scripta	Trachemys scripta	species	http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.				null. 2018. Alligator mississippiensis interaction->preyed on Trachemys scripta. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/12779249> on 17 Nov 2021.	Animalia	Animalia
Alligator mississippiensis	Alligator mississippiensis	species	Alligatoridae	preysOn	Trachemys scripta	Trachemys scripta	species	http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.				Rob Wadsworth. 2019. Alligator mississippiensis interaction->preyed on Trachemys scripta. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/21603818> on 17 Nov 2021.	Animalia	Animalia
Quiscalus major	Quiscalus major	species	Icteridae	eats	Trachemys scripta	Trachemys scripta	species	http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.				Joe MDO. 2018. Quiscalus major eating Trachemys scripta. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/9887898> on 17 Nov 2021.	Animalia	Animalia
Procyon lotor	Procyon lotor	species	Procyonidae	eats	Trachemys scripta	Trachemys scripta	species	Semantic Prototypes in Research Ecoinformatics (SPIRE). Data provided by Joel Sachs. See also http://ebiquity.umbc.edu/get/a/publication/297.pdf .				Myers, P., R. Espinosa, C. S. Parr, T. Jones, G. S. Hammond, and T. A. Dewey. 2013. The Animal Diversity Web (online). Accessed at http://animaldiversity.org.	Animalia	Animalia
Didelphis virginiana	Didelphis virginiana	species	Didelphidae	eats	Trachemys scripta	Trachemys scripta	species	Semantic Prototypes in Research Ecoinformatics (SPIRE). Data provided by Joel Sachs. See also http://ebiquity.umbc.edu/get/a/publication/297.pdf .				Myers, P., R. Espinosa, C. S. Parr, T. Jones, G. S. Hammond, and T. A. Dewey. 2013. The Animal Diversity Web (online). Accessed at http://animaldiversity.org.	Animalia	Animalia
Vulpes vulpes	Vulpes vulpes	species	Canidae	eats	Trachemys scripta	Trachemys scripta	species	Semantic Prototypes in Research Ecoinformatics (SPIRE). Data provided by Joel Sachs. See also http://ebiquity.umbc.edu/get/a/publication/297.pdf .				Myers, P., R. Espinosa, C. S. Parr, T. Jones, G. S. Hammond, and T. A. Dewey. 2013. The Animal Diversity Web (online). Accessed at http://animaldiversity.org.	Animalia	Animalia
Mephitis mephitis	Mephitis mephitis	species	Mephitidae	eats	Trachemys scripta	Trachemys scripta	species	Semantic Prototypes in Research Ecoinformatics (SPIRE). Data provided by Joel Sachs. See also http://ebiquity.umbc.edu/get/a/publication/297.pdf .				Myers, P., R. Espinosa, C. S. Parr, T. Jones, G. S. Hammond, and T. A. Dewey. 2013. The Animal Diversity Web (online). Accessed at http://animaldiversity.org.	Animalia	Animalia
Pituophis ruthveni	Pituophis ruthveni	species	Colubridae	preysOn	Trachemys scripta	Trachemys scripta	species	Grundler MC (2020) SquamataBase: a natural history database and R package for comparative biology of snake feeding habits. Biodiversity Data Journal 8: e49943. https://doi.org/10.3897/BDJ.8.e49943		10.3897/BDJ.8.e49943		Corallus hortulanus (Linnaeus, 1758) (Squamata: Serpentes: Boidae) diet: predation events on two Passeriformes at the Atlantic Rainforest, southeastern Brazil. 2016. Herpetology Notes 9: 87-89	Animalia	Animalia
Neoechinorhynchus emydis	Neoechinorhynchus emydis	species	Neoechinorhynchidae	hasHost	Trachemys scripta troostii	Trachemys scripta		National Museum of Natural History, Smithsonian Institution IPT RSS Feed				http://n2t.net/ark:/65665/3e2d3373e-46ba-495d-883a-7de8d26aa781	Animalia	
Polystomoides coronatum	Polystomoides coronatum	species	Polystomatidae	hasHost	Trachemys scripta	Trachemys scripta	species	National Museum of Natural History, Smithsonian Institution IPT RSS Feed				http://n2t.net/ark:/65665/3e0849346-dc77-47d6-ace7-5748b1d5dbe8	Animalia	Animalia
Neoechinorhynchus emydis	Neoechinorhynchus emydis	species	Neoechinorhynchidae	hasHost	Trachemys scripta troostii	Trachemys scripta		National Museum of Natural History, Smithsonian Institution IPT RSS Feed				http://n2t.net/ark:/65665/3e0b0b901-f498-40ea-b396-ecdc512c9d05	Animalia	
Neoechinorhynchus magnapapillatus	Neoechinorhynchus magnapapillatus	species	Neoechinorhynchidae	hasHost	Trachemys scripta	Trachemys scripta	species	National Museum of Natural History, Smithsonian Institution IPT RSS Feed				http://n2t.net/ark:/65665/3d74e1269-6601-4447-8ad6-e35b05adf892	Animalia	Animalia
Spirorchis artericola	Spirorchis artericola	species	Spirorchiidae	hasHost	Trachemys scripta	Trachemys scripta	species	National Museum of Natural History, Smithsonian Institution IPT RSS Feed				http://n2t.net/ark:/65665/3dbb94d69-25df-4e99-bf40-c9a3c4406a47	Animalia	Animalia
Spirorchis artericola	Spirorchis artericola	species	Spirorchiidae	hasHost	Trachemys scripta	Trachemys scripta	species	National Museum of Natural History, Smithsonian Institution IPT RSS Feed				http://n2t.net/ark:/65665/3cd3b5173-63e6-4912-be68-ca0e7d3747ba	Animalia	Animalia
Spirorchis artericola	Spirorchis artericola	species	Spirorchiidae	hasHost	Trachemys scripta	Trachemys scripta	species	National Museum of Natural History, Smithsonian Institution IPT RSS Feed				http://n2t.net/ark:/65665/3ca28cd8d-79e5-4fcb-84b6-13c42ae6c345	Animalia	Animalia
Neoechinorhynchus emyditoides	Neoechinorhynchus emyditoides	species	Neoechinorhynchidae	hasHost	Trachemys scripta troostii	Trachemys scripta		National Museum of Natural History, Smithsonian Institution IPT RSS Feed				http://n2t.net/ark:/65665/3cf7b5726-a205-4386-9168-ad171588e667	Animalia	
Neoechinorhynchus chelonos	Neoechinorhynchus chelonos	species	Neoechinorhynchidae	hasHost	Trachemys scripta	Trachemys scripta	species	National Museum of Natural History, Smithsonian Institution IPT RSS Feed				http://n2t.net/ark:/65665/3cf415c5e-20cb-4b95-b6a0-f95e9a8562a1	Animalia	Animalia
Neoechinorhynchus (Neoechinorhynchus) pseudemydis	Neoechinorhynchus (Neoechinorhynchus) pseudemydis	species	Neoechinorhynchidae	hasHost	Trachemys scripta troostii	Trachemys scripta		National Museum of Natural History, Smithsonian Institution IPT RSS Feed				http://n2t.net/ark:/65665/3c8d4f6e9-245a-430d-86f7-0e03924f3b83	Animalia	
Neoechinorhynchus (Neoechinorhynchus) pseudemydis	Neoechinorhynchus (Neoechinorhynchus) pseudemydis	species	Neoechinorhynchidae	hasHost	Trachemys scripta troostii	Trachemys scripta		National Museum of Natural History, Smithsonian Institution IPT RSS Feed				http://n2t.net/ark:/65665/3c62b698e-6b54-4e5c-b40a-dfcf26797abb	Animalia	
Camallanus microcephalus	Camallanus microcephalus	species	Camallanidae	hasHost	Trachemys scripta	Trachemys scripta	species	National Museum of Natural History, Smithsonian Institution IPT RSS Feed				http://n2t.net/ark:/65665/3b71ffdde-5b97-49ca-ab2a-5afbe97d21ef	Animalia	Animalia
Neoechinorhynchus emyditoides	Neoechinorhynchus emyditoides	species	Neoechinorhynchidae	hasHost	Trachemys scripta troostii	Trachemys scripta		National Museum of Natural History, Smithsonian Institution IPT RSS Feed				http://n2t.net/ark:/65665/3ac5b7016-71ee-47f2-91f1-f2039387565b	Animalia	
Spirorchis elegans	Spirorchis elegans	species	Spirorchiidae	hasHost	Trachemys scripta	Trachemys scripta	species	National Museum of Natural History, Smithsonian Institution IPT RSS Feed				http://n2t.net/ark:/65665/3b0707332-6d1a-4c63-8bab-3d2427007cd6	Animalia	Animalia
Neoechinorhynchus emydis	Neoechinorhynchus emydis	species	Neoechinorhynchidae	hasHost	Trachemys scripta troostii	Trachemys scripta		National Museum of Natural History, Smithsonian Institution IPT RSS Feed				http://n2t.net/ark:/65665/3a030669c-b993-47f8-b673-ad420baa1936	Animalia	
Polystomoides coronatum	Polystomoides coronatum	species	Polystomatidae	hasHost	Trachemys scripta	Trachemys scripta	species	National Museum of Natural History, Smithsonian Institution IPT RSS Feed				http://n2t.net/ark:/65665/3a3005e8f-b14c-463f-8ccb-9d17f9f41f4d	Animalia	Animalia
Neoechinorhynchus emyditoides	Neoechinorhynchus emyditoides	species	Neoechinorhynchidae	hasHost	Trachemys scripta ornata	Trachemys scripta		National Museum of Natural History, Smithsonian Institution IPT RSS Feed				http://n2t.net/ark:/65665/3975c3369-33d4-4c76-80fa-6afd184d1b51	Animalia	
Myxidium chelonarum	Myxidium chelonarum	species	Myxidiidae	hasHost	Trachemys scripta	Trachemys scripta	species	National Museum of Natural History, Smithsonian Institution IPT RSS Feed				http://n2t.net/ark:/65665/37fc937c5-8379-4775-95c9-b025e9404315	Metazoa	Animalia
Allassostoma magnum	Allassostoma magnum	species	Paramphistomatidae	hasHost	Trachemys scripta	Trachemys scripta	species	National Museum of Natural History, Smithsonian Institution IPT RSS Feed				http://n2t.net/ark:/65665/3814b4bac-e358-4585-ab02-f879eb8d8141	Animalia	Animalia
Neoechinorhynchus magnapapillatus	Neoechinorhynchus magnapapillatus	species	Neoechinorhynchidae	hasHost	Trachemys scripta	Trachemys scripta	species	National Museum of Natural History, Smithsonian Institution IPT RSS Feed				http://n2t.net/ark:/65665/37b747d2f-696b-49f8-a3cb-ed568914ada7	Animalia	Animalia
Falcaustra affinis	Falcaustra affinis	species	Kathlaniidae	hasHost	Trachemys scripta	Trachemys scripta	species	National Museum of Natural History, Smithsonian Institution IPT RSS Feed				http://n2t.net/ark:/65665/354d275ef-7471-4486-9a4f-a46c7d0a64c8	Animalia	Animalia
Cercorchis membranasceus	Cercorchis membranasceus	species	Telorchiidae	hasHost	Trachemys scripta ornata	Trachemys scripta		National Museum of Natural History, Smithsonian Institution IPT RSS Feed				http://n2t.net/ark:/65665/3590ad8db-fc7b-4fba-b20b-84520cd1c05b	Animalia	
Spirorchis artericola	Spirorchis artericola	species	Spirorchiidae	hasHost	Trachemys scripta	Trachemys scripta	species	National Museum of Natural History, Smithsonian Institution IPT RSS Feed				http://n2t.net/ark:/65665/34d3f9467-1502-4d0b-aa62-a03efed933be	Animalia	Animalia
Serpinema trispinosum	Serpinema trispinosum	species	Camallanidae	hasHost	Trachemys scripta ornata	Trachemys scripta		National Museum of Natural History, Smithsonian Institution IPT RSS Feed				http://n2t.net/ark:/65665/344befb23-7b65-4d25-b95c-46036024cfee	Animalia	
Neoechinorhynchus schmidti	Neoechinorhynchus schmidti	species	Neoechinorhynchidae	hasHost	Trachemys scripta venusta	Trachemys scripta		National Museum of Natural History, Smithsonian Institution IPT RSS Feed				http://n2t.net/ark:/65665/345042709-4c5d-4d36-bed0-da75a72dc68f	Animalia	
Neoechinorhynchus chelonos	Neoechinorhynchus chelonos	species	Neoechinorhynchidae	hasHost	Trachemys scripta	Trachemys scripta	species	National Museum of Natural History, Smithsonian Institution IPT RSS Feed				http://n2t.net/ark:/65665/34152cc09-5146-43c0-b513-ad456da31edc	Animalia	Animalia
Neoechinorhynchus emydis	Neoechinorhynchus emydis	species	Neoechinorhynchidae	hasHost	Trachemys scripta troostii	Trachemys scripta		National Museum of Natural History, Smithsonian Institution IPT RSS Feed				http://n2t.net/ark:/65665/3391b22fb-c502-4f4e-85dd-5722737b3a12	Animalia	
Spirorchis artericola	Spirorchis artericola	species	Spirorchiidae	hasHost	Trachemys scripta	Trachemys scripta	species	National Museum of Natural History, Smithsonian Institution IPT RSS Feed				http://n2t.net/ark:/65665/331003f37-8a57-4ad3-917b-c5b520b4bb2f	Animalia	Animalia
Neoechinorhynchus (Neoechinorhynchus) pseudemydis	Neoechinorhynchus (Neoechinorhynchus) pseudemydis	species	Neoechinorhynchidae	hasHost	Trachemys scripta	Trachemys scripta	species	National Museum of Natural History, Smithsonian Institution IPT RSS Feed				http://n2t.net/ark:/65665/3335b61c4-49a5-4bab-a943-1ff8943bb0cd	Animalia	Animalia
Neopolystoma orbiculare	Neopolystoma orbiculare	species	Polystomatidae	hasHost	Trachemys scripta	Trachemys scripta	species	National Museum of Natural History, Smithsonian Institution IPT RSS Feed				http://n2t.net/ark:/65665/325ea653d-1ac3-4bc1-983f-3b08a74afac9	Metazoa	Animalia
Neoechinorhynchus emyditoides	Neoechinorhynchus emyditoides	species	Neoechinorhynchidae	hasHost	Trachemys scripta ornata	Trachemys scripta		National Museum of Natural History, Smithsonian Institution IPT RSS Feed				http://n2t.net/ark:/65665/32987f26b-412b-4c31-8aad-4c8a0f71c388	Animalia	
