id,source,target,interaction,citation,doi,reference,referenceDOI,referenceURL
"Apis melliferaEuphorbia amygdaloides","Apis mellifera","Euphorbia amygdaloides","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"Apis melliferaEuphorbia oblongata","Apis mellifera","Euphorbia oblongata","eats","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Opal White, RVT. 2021. Apis mellifera nectar / pollen delivering plant Euphorbia oblongata. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/80534555> on 17 Nov 2021.","None","None"
"Apis melliferaEuphorbia paralias","Apis mellifera","Euphorbia paralias","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"Apis melliferaEutrochium maculatum","Apis mellifera","Eutrochium maculatum","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Laura Shappell. 2019. Apis mellifera interaction->visited flower of Eutrochium maculatum. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/30657443> on 17 Nov 2021.","None","None"
"Apis melliferaFagopyrum esculentum","Apis mellifera","Fagopyrum esculentum","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"Apis melliferaFatsia japonica","Apis mellifera","Fatsia japonica","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Mariana Valentine. 2017. Apis mellifera interaction->visited flower of Fatsia japonica. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/6138057> on 17 Nov 2021.","None","None"
"Apis melliferaFicaria verna","Apis mellifera","Ficaria verna","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Paul Tavares. 2015. Apis mellifera nectar plant Ficaria verna. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/22495670> on 17 Nov 2021.","None","None"
"Apis melliferaFilipendula ulmaria","Apis mellifera","Filipendula ulmaria","eats","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Joachim Louis. 2019. Apis mellifera feeding on Filipendula ulmaria. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/28987263> on 17 Nov 2021.","None","None"
"Apis melliferaFoeniculum vulgare","Apis mellifera","Foeniculum vulgare","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Jessica Poort. 2017. Apis mellifera nectar plant Foeniculum vulgare. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/7369162> on 17 Nov 2021.","None","None"
"Apis melliferaFragaria ananassa ex","Apis mellifera","Fragaria ananassa ex","pollinates","Del Risco, A.A., Montoya, Á.M., García, V. et al. Data synthesis and dynamic visualization converge into a comprehensive biotic interaction network: a case study of the urban and rural areas of Bogotá D.C.. Urban Ecosyst (2021). https://doi.org/10.1007/s11252-021-01133-3","None","Navarro, J.C. (2015) Detección de bacterias productoras de compuestos volátiles asociadas a flores de fresa (Fragaria x ananassa) como posibles atrayentes de abejas polinizadoras (Apis mellifera). B. Sc. Tesis. Universidad Nacional de Colombia, Bogotá D.C.","None","None"
"Apis melliferaFragaria vesca","Apis mellifera","Fragaria vesca","pollinates","Del Risco, A.A., Montoya, Á.M., García, V. et al. Data synthesis and dynamic visualization converge into a comprehensive biotic interaction network: a case study of the urban and rural areas of Bogotá D.C.. Urban Ecosyst (2021). https://doi.org/10.1007/s11252-021-01133-3","None","Navarro, J.C. (2015) Detección de bacterias productoras de compuestos volátiles asociadas a flores de fresa (Fragaria x ananassa) como posibles atrayentes de abejas polinizadoras (Apis mellifera). B. Sc. Tesis. Universidad Nacional de Colombia, Bogotá D.C.","None","None"
"Apis melliferaFrangula alnus","Apis mellifera","Frangula alnus","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"Apis melliferaGalanthus elwesii","Apis mellifera","Galanthus elwesii","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","null. 2021. Apis mellifera interaction->visited flower of Galanthus elwesii. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/69770859> on 17 Nov 2021.","None","None"
"Apis melliferaGalanthus nivalis","Apis mellifera","Galanthus nivalis","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"Apis melliferaGalega officinalis","Apis mellifera","Galega officinalis","pollinates","Giselle Muschett & Francisco E. Fontúrbel. 2021. A comprehensive catalogue of plant – pollinator interactions for Chile","None","Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236","None","None"
"Apis melliferaGalinsoga parviflora","Apis mellifera","Galinsoga parviflora","visitsFlowersOf","Sarah E Miller. 5/30/2016. Interations from various papers.","10.5281/zenodo.258199","Hagen, M. and Kraemer, M., 2010. Agricultural surroundings support flower–visitor networks in an Afrotropical rain forest. Biological Conservation, 143(7), pp.1654-1663.","None","None"
"Apis melliferaGenista anglica","Apis mellifera","Genista anglica","pollinates","Web of Life. http://www.web-of-life.es .","None","Dupont & Olesen(2009). J. Animal Ecology, 78:346-353.","None","None"
"Apis melliferaGeranium dissectum","Apis mellifera","Geranium dissectum","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"Apis melliferaGeranium endressii","Apis mellifera","Geranium endressii","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"Apis melliferaGeranium macrorrhizum","Apis mellifera","Geranium macrorrhizum","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","null. 2018. Apis mellifera nectar plant Geranium macrorrhizum. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/10560555> on 17 Nov 2021.","None","None"
"Apis melliferaGeranium molle","Apis mellifera","Geranium molle","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"Apis melliferaGeranium phaeum","Apis mellifera","Geranium phaeum","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"Apis melliferaGeranium pratense","Apis mellifera","Geranium pratense","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"Apis melliferaGeranium pyrenaicum","Apis mellifera","Geranium pyrenaicum","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"Apis melliferaGeranium robertianum","Apis mellifera","Geranium robertianum","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"Apis melliferaGeranium rotundifolium","Apis mellifera","Geranium rotundifolium","pollinates","Web of Life. http://www.web-of-life.es .","None","Petanidou, T. (1991). Pollination ecology in a phryganic ecosystem. Unp. PhD. Thesis, Aristotelian University, Thessaloniki.","None","None"
"Apis melliferaGeranium sanguineum","Apis mellifera","Geranium sanguineum","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","null. 2020. Apis mellifera interaction->visited flower of Geranium sanguineum. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/46372912> on 17 Nov 2021.","None","None"
"Apis melliferaGeranium sylvaticum","Apis mellifera","Geranium sylvaticum","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"Apis melliferaGilia achilleifolia","Apis mellifera","Gilia achilleifolia","eats","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Merav Vonshak. 2018. Apis mellifera nectar / pollen delivering plant Gilia achilleifolia. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/11323155> on 17 Nov 2021.","None","None"
"Apis melliferaGlebionis coronaria","Apis mellifera","Glebionis coronaria","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Conor McMahon. 2020. Glebionis coronaria flowers visited by Apis mellifera. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/42007523> on 17 Nov 2021.","None","None"
