"","id","source","target","interaction","citation","doi","reference","referenceDOI","referenceURL"
"2027","Conocephalus dorsalisEpisyrphus balteatus","Conocephalus dorsalis","Episyrphus balteatus","preysOn","Brose, U. et al., 2005. Body sizes of consumers and their resources. Ecology, 86(9), pp.2545–2545. Available at: http://dx.doi.org/10.1890/05-0379.","10.1890/05-0379","Cattin Blandenier, M.-F. 2004. Food web ecology: models and application to conservation.","None","None"
"2028","Neoscona adiantaEpisyrphus balteatus","Neoscona adianta","Episyrphus balteatus","preysOn","Brose, U. et al., 2005. Body sizes of consumers and their resources. Ecology, 86(9), pp.2545–2545. Available at: http://dx.doi.org/10.1890/05-0379.","10.1890/05-0379","Cattin Blandenier, M.-F. 2004. Food web ecology: models and application to conservation.","None","None"
"2029","Dolomedes fimbriatusEpisyrphus balteatus","Dolomedes fimbriatus","Episyrphus balteatus","preysOn","Brose, U. et al., 2005. Body sizes of consumers and their resources. Ecology, 86(9), pp.2545–2545. Available at: http://dx.doi.org/10.1890/05-0379.","10.1890/05-0379","Cattin Blandenier, M.-F. 2004. Food web ecology: models and application to conservation.","None","None"
"2030","Vanessa atalantaEriobotrya japonica","Vanessa atalanta","Eriobotrya japonica","eats","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Dino Biancolini. 2016. Vanessa atalanta feeding on Eriobotrya japonica. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/4620771> on 17 Nov 2021.","None","None"
"2031","Vanessa atalantaFicus carica","Vanessa atalanta","Ficus carica","eats","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","fausto. 2016. Vanessa atalanta feeding on Ficus carica. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/4092645> on 17 Nov 2021.","None","None"
"2032","Vanessa atalantaHedera helix","Vanessa atalanta","Hedera helix","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Jakob Fahr. 2017. Vanessa atalanta nectar plant Hedera helix. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/7950813> on 17 Nov 2021.","None","None"
"2033","Vanessa atalantaPrunus avium","Vanessa atalanta","Prunus avium","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"2034","Vanessa atalantaPrunus domestica","Vanessa atalanta","Prunus domestica","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","fausto. 2016. Vanessa atalanta nectar plant Prunus domestica. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/2872901> on 17 Nov 2021.","None","None"
"2035","Vanessa atalantaPyrus communis","Vanessa atalanta","Pyrus communis","eats","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Mathieu Gilbert. 2020. Vanessa atalanta on Borago officinalis. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/61513969> on 17 Nov 2021.","None","None"
"2036","Vanessa atalantaAcer platanoides","Vanessa atalanta","Acer platanoides","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Joe Bartok. 2019. Vanessa atalanta nectar plant Acer platanoides. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/25205958> on 17 Nov 2021.","None","None"
"2037","Vanessa atalantaAchillea millefolium","Vanessa atalanta","Achillea millefolium","eats","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Ken-ichi Ueda. 2016. Vanessa atalanta eating Achillea millefolium. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/3571647> on 17 Nov 2021.","None","None"
"2038","Vanessa atalantaAlliaria petiolata","Vanessa atalanta","Alliaria petiolata","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Kevin Minerley. 2020. Vanessa atalanta nectar  plant Alliaria petiolata. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/46980949> on 17 Nov 2021.","None","None"
"2039","Vanessa atalantaAllium schoenoprasum","Vanessa atalanta","Allium schoenoprasum","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Ansel Oommen. 2019. Vanessa atalanta interaction->visited flower of Allium schoenoprasum. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/26657540> on 17 Nov 2021.","None","None"
"2040","Vanessa atalantaAmbrosia trifida","Vanessa atalanta","Ambrosia trifida","eats","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Donna Parry. 2020. Vanessa atalanta nectar / pollen delivering plant Ambrosia trifida. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/67826671> on 17 Nov 2021.","None","None"
"2041","Vanessa atalantaArctium lappa","Vanessa atalanta","Arctium lappa","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"2042","Vanessa atalantaAsclepias syriaca","Vanessa atalanta","Asclepias syriaca","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","aarongunnar. 2016. Vanessa atalanta nectar plant Asclepias syriaca. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/3785349> on 17 Nov 2021.","None","None"
"2043","Vanessa atalantaBellis perennis","Vanessa atalanta","Bellis perennis","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"2044","Vanessa atalantaBerteroa incana","Vanessa atalanta","Berteroa incana","visitsFlowersOf","National Database Plant Pollinators. Center for Plant Conservation at San Diego Zoo Global. Accessed via https://saveplants.org/national-collection/pollinator-search/ on 2020-06-05.","None","National Database Plant Pollinators. Center for Plant Conservation at San Diego Zoo Global. Accessed via https://saveplants.org/national-collection/pollinator-search/ on 2020-06-05. Accessed at <https://github.com/globalbioticinteractions/cpc-pollinators/archive/a64674001b3fce1c5a4896d8c29b4bcb024e6f0b.zip> on 17 Nov 2021.","None","None"
"2045","Vanessa atalantaBuddleja davidii","Vanessa atalanta","Buddleja davidii","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","rojasburke. 2018. Vanessa atalanta nectar plant Buddleja davidii. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/15123747> on 17 Nov 2021.","None","None"
"2046","Vanessa atalantaCalendula officinalis","Vanessa atalanta","Calendula officinalis","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"2047","Vanessa atalantaCalluna vulgaris","Vanessa atalanta","Calluna vulgaris","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Christian Kahle. 2021. Vanessa atalanta nectar plant Calluna vulgaris. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/93732166> on 17 Nov 2021.","None","None"
"2048","Vanessa atalantaCalystegia silvatica","Vanessa atalanta","Calystegia silvatica","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"2049","Vanessa atalantaCarlina vulgaris","Vanessa atalanta","Carlina vulgaris","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"2050","Vanessa atalantaCentaurea cyanus","Vanessa atalanta","Centaurea cyanus","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"2051","Vanessa atalantaCentaurea nigra","Vanessa atalanta","Centaurea nigra","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"2052","Vanessa atalantaCentaurea scabiosa","Vanessa atalanta","Centaurea scabiosa","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"2053","Vanessa atalantaCentaurea stoebe","Vanessa atalanta","Centaurea stoebe","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Zane Roskoph. 2015. Vanessa atalanta interaction->visited flower of Centaurea stoebe. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/37162602> on 17 Nov 2021.","None","None"
"2054","Vanessa atalantaCentranthus ruber","Vanessa atalanta","Centranthus ruber","eats","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","null. 2018. Vanessa atalanta nectar / pollen delivering plant Centranthus ruber. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/10881004> on 17 Nov 2021.","None","None"
"2055","Vanessa atalantaCirsium acaule","Vanessa atalanta","Cirsium acaule","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"2056","Vanessa atalantaCirsium arvense","Vanessa atalanta","Cirsium arvense","visits","Pocock, Michael J. O.; Evans, Darren M.; Memmott, Jane (2012), Data from: The robustness and restoration of a network of ecological networks, Dryad, Dataset, https://doi.org/10.5061/dryad.3s36r118","None","doi:10.5061/dryad.3s36r118","10.5061/dryad.3s36r118","None"
"2057","Vanessa atalantaCirsium dissectum","Vanessa atalanta","Cirsium dissectum","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"2058","Vanessa atalantaCirsium eriophorum","Vanessa atalanta","Cirsium eriophorum","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"2059","Vanessa atalantaCirsium palustre","Vanessa atalanta","Cirsium palustre","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"2060","Vanessa atalantaCirsium vulgare","Vanessa atalanta","Cirsium vulgare","visits","Pocock, Michael J. O.; Evans, Darren M.; Memmott, Jane (2012), Data from: The robustness and restoration of a network of ecological networks, Dryad, Dataset, https://doi.org/10.5061/dryad.3s36r118","None","doi:10.5061/dryad.3s36r118","10.5061/dryad.3s36r118","None"
"2061","Vanessa atalantaComarum palustre","Vanessa atalanta","Comarum palustre","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"2062","Vanessa atalantaConium maculatum","Vanessa atalanta","Conium maculatum","eats","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","null. 2021. Vanessa atalanta nectar / pollen delivering plant Conium maculatum. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/85717094> on 17 Nov 2021.","None","None"
"2063","Vanessa atalantaCoreopsis tinctoria","Vanessa atalanta","Coreopsis tinctoria","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Roberto R. Calderón. 2018. Vanessa atalanta nectar plant Coreopsis tinctoria. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/13010408> on 17 Nov 2021.","None","None"
"2064","Vanessa atalantaCoreopsis verticillata","Vanessa atalanta","Coreopsis verticillata","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Quentin Groom. 2021. Vanessa atalanta interaction->visited flower of Coreopsis verticillata. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/91392229> on 17 Nov 2021.","None","None"
