"target_taxon","source_taxon_name","interaction_type","db","query","genus","family","order","class","phylum","kingdom"
"Vespa velutina","Vespula","eatenBy","ncbi","Vespula","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Polietes lardarius","eatenBy","ncbi","Polietes lardarius","Polietes","Muscidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula germanica","eatenBy","ncbi","Vespula germanica","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Orthoptera","eatenBy","ncbi","Orthoptera",NA,NA,"Orthoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Calliphora vomitoria","eatenBy","ncbi","Calliphora vomitoria","Calliphora","Calliphoridae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apidae","eatenBy","ncbi","Apidae",NA,"Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Meliscaeva auricollis","preyedUponBy","ncbi","Meliscaeva auricollis","Meliscaeva","Syrphidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Trichoptera","eatenBy","ncbi","Trichoptera",NA,NA,"Trichoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Ectophasia crassipennis","eatenBy","ncbi","Ectophasia crassipennis","Ectophasia","Tachinidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula germanica","eatenBy","ncbi","Vespula germanica","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula vulgaris","eatenBy","ncbi","Vespula vulgaris","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula germanica","eatenBy","ncbi","Vespula germanica","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula vulgaris","eatenBy","ncbi","Vespula vulgaris","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula vulgaris","eatenBy","ncbi","Vespula vulgaris","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Polietes lardarius","eatenBy","ncbi","Polietes lardarius","Polietes","Muscidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula vulgaris","eatenBy","ncbi","Vespula vulgaris","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Episyrphus balteatus","eatenBy","ncbi","Episyrphus balteatus","Episyrphus","Syrphidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula germanica","eatenBy","ncbi","Vespula germanica","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula vulgaris","eatenBy","ncbi","Vespula vulgaris","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula","eatenBy","ncbi","Vespula","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula vulgaris","eatenBy","ncbi","Vespula vulgaris","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Pollenia rudis","eatenBy","ncbi","Pollenia rudis","Pollenia","Polleniidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Diptera","eatenBy","ncbi","Diptera",NA,NA,"Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula vulgaris","eatenBy","ncbi","Vespula vulgaris","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Calliphoridae","eatenBy","ncbi","Calliphoridae",NA,"Calliphoridae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Sarcophaga africa","preyedUponBy","ncbi","Sarcophaga africa","Sarcophaga","Sarcophagidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Polietes lardarius","eatenBy","ncbi","Polietes lardarius","Polietes","Muscidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Diptera","eatenBy","ncbi","Diptera",NA,NA,"Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Polietes lardarius","eatenBy","ncbi","Polietes lardarius","Polietes","Muscidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Phaonia trimaculata","eatenBy","ncbi","Phaonia trimaculata","Phaonia","Muscidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Lucilia","eatenBy","ncbi","Lucilia","Lucilia","Calliphoridae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Tipulidae","eatenBy","ncbi","Tipulidae",NA,"Tipulidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Lucilia","eatenBy","ncbi","Lucilia","Lucilia","Calliphoridae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Halictidae","eatenBy","ncbi","Halictidae",NA,"Halictidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Muscina pascuorum","eatenBy","ncbi","Muscina pascuorum","Muscina","Muscidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Diptera","eatenBy","ncbi","Diptera",NA,NA,"Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Polietes lardarius","eatenBy","ncbi","Polietes lardarius","Polietes","Muscidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Syrphus ribesii","preyedUponBy","ncbi","Syrphus ribesii","Syrphus","Syrphidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Diptera","eatenBy","ncbi","Diptera",NA,NA,"Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Chaetopteryx villosa","eatenBy","ncbi","Chaetopteryx villosa","Chaetopteryx","Limnephilidae","Trichoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula vulgaris","eatenBy","ncbi","Vespula vulgaris","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Panorpa communis","eatenBy","ncbi","Panorpa communis","Panorpa","Panorpidae","Mecoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Muscina levida","eatenBy","ncbi","Muscina levida","Muscina","Muscidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Dasyphora albofasciata","eatenBy","ncbi","Dasyphora albofasciata","Dasyphora","Muscidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula germanica","eatenBy","ncbi","Vespula germanica","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Diptera","eatenBy","ncbi","Diptera",NA,NA,"Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Sarcophaga variegata","eatenBy","ncbi","Sarcophaga variegata","Sarcophaga","Sarcophagidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Araneus diadematus","eatenBy","ncbi","Araneus diadematus","Araneus","Araneidae","Araneae","Arachnida","Arthropoda","Metazoa"
"Vespa velutina","Hymenoptera","eatenBy","ncbi","Hymenoptera",NA,NA,"Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula vulgaris","eatenBy","ncbi","Vespula vulgaris","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Pollenia rudis","eatenBy","ncbi","Pollenia rudis","Pollenia","Polleniidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Polietes lardarius","eatenBy","ncbi","Polietes lardarius","Polietes","Muscidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Alydus calcaratus","eatenBy","ncbi","Alydus calcaratus","Alydus","Alydidae","Hemiptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Ectophasia crassipennis","eatenBy","ncbi","Ectophasia crassipennis","Ectophasia","Tachinidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Chrysomya albiceps","eatenBy","ncbi","Chrysomya albiceps","Chrysomya","Calliphoridae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula","eatenBy","ncbi","Vespula","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula","eatenBy","ncbi","Vespula","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Phormia regina","preyedUponBy","ncbi","Phormia regina","Phormia","Calliphoridae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula vulgaris","eatenBy","ncbi","Vespula vulgaris","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Calliphoridae","eatenBy","ncbi","Calliphoridae",NA,"Calliphoridae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Insecta","eatenBy","ncbi","Insecta",NA,NA,NA,"Insecta","Arthropoda","Metazoa"
"Vespa velutina","Sarcophaga carnaria","eatenBy","ncbi","Sarcophaga carnaria","Sarcophaga","Sarcophagidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Melanostoma scalare","preyedUponBy","ncbi","Melanostoma scalare","Melanostoma","Syrphidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Paragus haemorrhous","preyedUponBy","ncbi","Paragus haemorrhous","Paragus","Syrphidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Hydrotaea cyrtoneurina","eatenBy","ncbi","Hydrotaea cyrtoneurina","Hydrotaea","Muscidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Polietes lardarius","eatenBy","ncbi","Polietes lardarius","Polietes","Muscidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula","eatenBy","ncbi","Vespula","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Diptera","eatenBy","ncbi","Diptera",NA,NA,"Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Sarcophaga variegata","eatenBy","ncbi","Sarcophaga variegata","Sarcophaga","Sarcophagidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Calliphoridae","eatenBy","ncbi","Calliphoridae",NA,"Calliphoridae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula vulgaris","eatenBy","ncbi","Vespula vulgaris","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula vulgaris","eatenBy","ncbi","Vespula vulgaris","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Polietes lardarius","eatenBy","ncbi","Polietes lardarius","Polietes","Muscidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Orthoptera","eatenBy","ncbi","Orthoptera",NA,NA,"Orthoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Episyrphus balteatus","eatenBy","ncbi","Episyrphus balteatus","Episyrphus","Syrphidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula","eatenBy","ncbi","Vespula","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Phryganeidae","eatenBy","ncbi","Phryganeidae",NA,"Phryganeidae","Trichoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Diptera","eatenBy","ncbi","Diptera",NA,NA,"Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Diptera","eatenBy","ncbi","Diptera",NA,NA,"Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Sargus bipunctatus","eatenBy","ncbi","Sargus bipunctatus","Sargus","Stratiomyidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Diptera","eatenBy","ncbi","Diptera",NA,NA,"Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula vulgaris","eatenBy","ncbi","Vespula vulgaris","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Rhingia campestris","preyedUponBy","ncbi","Rhingia campestris","Rhingia","Syrphidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Calliopum aeneum","eatenBy","ncbi","Calliopum aeneum","Calliopum","Lauxaniidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vertebrata","eatenBy","ncbi","Vertebrata",NA,NA,NA,NA,"Chordata","Metazoa"
"Vespa velutina","Vespula vulgaris","eatenBy","ncbi","Vespula vulgaris","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Araneae","eatenBy","ncbi","Araneae",NA,NA,"Araneae","Arachnida","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Diptera","eatenBy","ncbi","Diptera",NA,NA,"Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula vulgaris","eatenBy","ncbi","Vespula vulgaris","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Paragus haemorrhous","preyedUponBy","ncbi","Paragus haemorrhous","Paragus","Syrphidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula","eatenBy","ncbi","Vespula","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespidae","eatenBy","ncbi","Vespidae",NA,"Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Lucilia","eatenBy","ncbi","Lucilia","Lucilia","Calliphoridae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Diptera","eatenBy","ncbi","Diptera",NA,NA,"Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Pollenia rudis","eatenBy","ncbi","Pollenia rudis","Pollenia","Polleniidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Lucilia sericata","eatenBy","ncbi","Lucilia sericata","Lucilia","Calliphoridae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Diptera","eatenBy","ncbi","Diptera",NA,NA,"Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula vulgaris","eatenBy","ncbi","Vespula vulgaris","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Hemiptera","eatenBy","ncbi","Hemiptera",NA,NA,"Hemiptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Xiphydriidae","eatenBy","ncbi","Xiphydriidae",NA,"Xiphydriidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula","eatenBy","ncbi","Vespula","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Caliprobola speciosa","preyedUponBy","ncbi","Caliprobola speciosa","Caliprobola","Syrphidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Hymenoptera","eatenBy","ncbi","Hymenoptera",NA,NA,"Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Polietes lardarius","eatenBy","ncbi","Polietes lardarius","Polietes","Muscidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Polietes lardarius","eatenBy","ncbi","Polietes lardarius","Polietes","Muscidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula germanica","eatenBy","ncbi","Vespula germanica","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
