"","scientificName2","speciesKey","scientificName","rank","taxonomicStatus","kingdom","includes","ALIEN"
"3984","Lecanora saligna",2606806,"Lecanora saligna (Schrad.) Zahlbr.","SPECIES","ACCEPTED","Fungi","2606806: Lecanora saligna (Schrad.) Zahlbr.",FALSE
"3985","Lecanora subaurea",2607094,"Lecanora subaurea Zahlbr.","SPECIES","ACCEPTED","Fungi","2607094: Lecanora subaurea Zahlbr.",FALSE
"3986","Lecanora subsulphurea",3399783,"Lecanora subsulphurea","SPECIES","ACCEPTED","Fungi","3399783: Lecanora subsulphurea",FALSE
"3987","Leccinum aurantiacum",2524513,"Leccinum aurantiacum (Bull.) Gray","SPECIES","ACCEPTED","Fungi","2524513: Leccinum aurantiacum (Bull.) Gray",FALSE
"3988","Leccinum scabrum",9141390,"Leccinum scabrum (Bull.) Gray","SPECIES","ACCEPTED","Fungi","9141390: Leccinum scabrum (Bull.) Gray",FALSE
"3989","Lecidella elaeochroma",2607177,"Lecidella elaeochroma","SPECIES","ACCEPTED","Fungi","2607177: Lecidella elaeochroma",FALSE
"3990","Legnotus limbosus",5758810,"Legnotus limbosus (Geoffroy, 1785)","SPECIES","ACCEPTED","Animalia","5758810: Legnotus limbosus (Geoffroy, 1785)",FALSE
"3991","Leifsonia antarctica",7794389,"Leifsonia antarctica Pindi et al., 2009","SPECIES","ACCEPTED","Bacteria","7794389: Leifsonia antarctica Pindi et al., 2009",FALSE
"3992","Leiobunum gracile",9177786,"Leiobunum gracile (Thorell, 1876)","SPECIES","ACCEPTED","Animalia","9177786: Leiobunum gracile (Thorell, 1876)",FALSE
"3993","Leiopus linnei",5999219,"Leiopus linnei Wallin, Nýlander & Kvamme, 2009","SPECIES","ACCEPTED","Animalia","5999219: Leiopus linnei Wallin, Nýlander & Kvamme, 2009",FALSE
"3994","Leistus piceus",4473866,"Leistus piceus Frölich, 1799","SPECIES","ACCEPTED","Animalia","4473866: Leistus piceus Frölich, 1799",FALSE
"3995","Lejeunea cavifolia",8871572,"Lejeunea cavifolia (Ehrh.) Lindb.","SPECIES","ACCEPTED","Plantae","8871572: Lejeunea cavifolia (Ehrh.) Lindb.",FALSE
"3996","Lejops lineatus",1538434,"Lejops lineatus (Fabricius, 1787)","SPECIES","ACCEPTED","Animalia","4516794: Anasimyia lineata (Fabricius, 1787)",FALSE
"3997","Lelenchus leptosoma",4555918,"Lelenchus leptosoma (de Man, 1880) Andrássy, 1954","SPECIES","ACCEPTED","Animalia","4555918: Lelenchus leptosoma (de Man, 1880) Andrássy, 1954",FALSE
"3998","Lemna minor",2867589,"Lemna minor L.","SPECIES","ACCEPTED","Plantae","2867589: Lemna minor L.",FALSE
"3999","Lemna trisulca",2867579,"Lemna trisulca L.","SPECIES","ACCEPTED","Plantae","2867579: Lemna trisulca L.",FALSE
"4000","Lemonia balcanica",5125075,"Lemonia balcanica (Herrich-Schäffer, 1847)","SPECIES","ACCEPTED","Animalia","5125075: Lemonia balcanica (Herrich-Schäffer, 1847)",FALSE
"4001","Lemonia dumi",5125104,"Lemonia dumi (Linnaeus, 1761)","SPECIES","ACCEPTED","Animalia","5125104: Lemonia dumi (Linnaeus, 1761)",FALSE
"4002","Lentidium mediterraneum",4371470,"Lentidium mediterraneum (O.G.Costa, 1830)","SPECIES","ACCEPTED","Animalia","4371470: Lentidium mediterraneum (O.G.Costa, 1830)",FALSE
"4003","Lentinus tigrinus",9154166,"Lentinus tigrinus (Bull.) Fr.","SPECIES","ACCEPTED","Fungi","9154166: Lentinus tigrinus (Bull.) Fr.",FALSE
"4004","Lenzites betulinus",5465199,"Lenzites betulinus (L.) Fr.","SPECIES","ACCEPTED","Fungi","5954508: Trametes betulina (L.) Pilát",FALSE
"4005","Leontodon autumnalis",8058115,"Leontodon autumnalis Oeder, 1816","SPECIES","ACCEPTED","Plantae","8058115: Leontodon autumnalis Oeder, 1816",FALSE
"4006","Leontodon crispus",3137536,"Leontodon crispus Vill.","SPECIES","ACCEPTED","Plantae","3137536: Leontodon crispus Vill.",FALSE
"4007","Leontodon hispidus",3137498,"Leontodon hispidus L.","SPECIES","ACCEPTED","Plantae","3137498: Leontodon hispidus L. | 7222179: Leontodon hispidus subsp. hispidus",FALSE
"4008","Leontopodium nivale",3140685,"Leontopodium nivale (Ten.) A.Huet ex Hand.-Mazz.","SPECIES","ACCEPTED","Plantae","3140685: Leontopodium nivale (Ten.) A.Huet ex Hand.-Mazz. | 4252246: Leontopodium nivale subsp. alpinum (Cass.) Greuter | 5696357: Gnaphalium leontopodium L. | 6065156: Leontopodium alpinum Cass.",FALSE
"4009","Leonurus cardiaca",5341389,"Leonurus cardiaca L.","SPECIES","ACCEPTED","Plantae","5341389: Leonurus cardiaca L.",FALSE
"4010","Leopoldia comosa",2769172,"Leopoldia comosa (L.) Parl.","SPECIES","ACCEPTED","Plantae","2769172: Leopoldia comosa (L.) Parl. | 2769204: Muscari comosum (L.) Mill.",FALSE
"4011","Leopoldia tenuiflora",2769247,"Leopoldia tenuiflora (Tausch) Heldr.","SPECIES","ACCEPTED","Plantae","2769247: Leopoldia tenuiflora (Tausch) Heldr. | 2769256: Muscari tenuiflorum Tausch",FALSE
"4012","Leotia lubrica",2577646,"Leotia lubrica (Scop.) Pers.","SPECIES","ACCEPTED","Fungi","2577646: Leotia lubrica (Scop.) Pers.",FALSE
"4013","Lepidium campestre",5376740,"Lepidium campestre (L.) R.Br.","SPECIES","DOUBTFUL","Plantae","5376740: Lepidium campestre (L.) R.Br.",FALSE
"4014","Lepidium campestre",7703116,"Lepidium campestre (L.) W.T.Aiton","SPECIES","ACCEPTED","Plantae","7703116: Lepidium campestre (L.) W.T.Aiton",FALSE
"4015","Lepidium cartilagineum",5376701,"Lepidium cartilagineum (J.Mayer) Thell.","SPECIES","ACCEPTED","Plantae","5376701: Lepidium cartilagineum (J.Mayer) Thell.",FALSE
"4016","Lepidium didymum",5377060,"Lepidium didymum L.","SPECIES","ACCEPTED","Plantae","5377060: Lepidium didymum L.",TRUE
"4017","Lepidium draba",5376961,"Lepidium draba L.","SPECIES","ACCEPTED","Plantae","5376961: Lepidium draba L.",FALSE
"4018","Lepidium perfoliatum",5376816,"Lepidium perfoliatum L.","SPECIES","ACCEPTED","Plantae","5376816: Lepidium perfoliatum L.",FALSE
"4019","Lepidium ruderale",5376616,"Lepidium ruderale L.","SPECIES","ACCEPTED","Plantae","5376616: Lepidium ruderale L.",FALSE
"4020","Lepidium virginicum",5376648,"Lepidium virginicum L.","SPECIES","ACCEPTED","Plantae","5376648: Lepidium virginicum L.",TRUE
"4021","Lepidocyrtus cyaneus",2120918,"Lepidocyrtus cyaneus Tullberg, 1871","SPECIES","ACCEPTED","Animalia","2120918: Lepidocyrtus cyaneus Tullberg, 1871",FALSE
"4022","Lepidocyrtus lignorum",2120911,"Lepidocyrtus lignorum (O.Fabricius, 1775)","SPECIES","ACCEPTED","Animalia","2120911: Lepidocyrtus lignorum (O.Fabricius, 1775)",FALSE
"4023","Lepidocyrtus paradoxus",2120899,"Lepidocyrtus paradoxus Uzel, 1890","SPECIES","ACCEPTED","Animalia","2120899: Lepidocyrtus paradoxus Uzel, 1890",FALSE
"4024","Lepidocyrtus ruber",2120917,"Lepidocyrtus ruber Schött, 1902","SPECIES","ACCEPTED","Animalia","11082861: Lepidocyrtus lanuginosus Börner",FALSE
"4025","Lepidozia reptans",2689102,"Lepidozia reptans (L.) Dumort.","SPECIES","ACCEPTED","Plantae","2689102: Lepidozia reptans (L.) Dumort.",FALSE
"4026","Lepisma saccharinum",1421091,"Lepisma saccharinum Linnaeus, 1758","SPECIES","ACCEPTED","Animalia","1421091: Lepisma saccharinum Linnaeus, 1758",FALSE
"4027","Lepista personata",5242070,"Lepista personata (Fr.) Cooke","SPECIES","ACCEPTED","Fungi","5242070: Lepista personata (Fr.) Cooke | 5242076: Lepista saeva (Fr.) P.D.Orton",FALSE
"4028","Lepomis gibbosus",2394486,"Lepomis gibbosus (Linnaeus, 1758)","SPECIES","ACCEPTED","Animalia","2394486: Lepomis gibbosus (Linnaeus, 1758)",TRUE
"4029","Lepra pulvinata",10722760,"Lepra pulvinata (Erichsen) Hafellner","SPECIES","ACCEPTED","Fungi","2600107: Pertusaria pulvinata Erichsen",FALSE
"4030","Lepraria jackii",2608463,"Lepraria jackii Tønsberg","SPECIES","ACCEPTED","Fungi","2608463: Lepraria jackii Tønsberg",FALSE
"4031","Leptidea juvernica",5804895,"Leptidea juvernica Williams, 1946","SPECIES","ACCEPTED","Animalia","5804895: Leptidea juvernica Williams, 1946 | 10101443: BOLD:ABY8343",FALSE
"4032","Leptidea morsei",5137908,"Leptidea morsei (Fenton, 1882)","SPECIES","ACCEPTED","Animalia","5137908: Leptidea morsei (Fenton, 1882) | 10186322: BOLD:ACE9774",FALSE
"4033","Leptidea reali",5137915,"Leptidea reali Reissinger, 1990","SPECIES","ACCEPTED","Animalia","5137915: Leptidea reali Reissinger, 1990",FALSE
"4034","Leptidea sinapis",5137903,"Leptidea sinapis (Linnaeus, 1758)","SPECIES","ACCEPTED","Animalia","5137903: Leptidea sinapis (Linnaeus, 1758) | 10431002: BOLD:AAA6298",FALSE
"4035","Leptinotarsa decemlineata",1047536,"Leptinotarsa decemlineata (Say, 1824)","SPECIES","ACCEPTED","Animalia","1047536: Leptinotarsa decemlineata (Say, 1824)",FALSE
"4036","Leptobium gracile",4439510,"Leptobium gracile (Gravenhorst, 1802)","SPECIES","ACCEPTED","Animalia","4439510: Leptobium gracile (Gravenhorst, 1802)",FALSE
"4037","Leptogium cochleatum",2600960,"Leptogium cochleatum (Dicks.) P.M.Jørg. & P.James","SPECIES","ACCEPTED","Fungi","2600960: Leptogium cochleatum (Dicks.) P.M.Jørg. & P.James",FALSE
"4038","Leptogium hildenbrandii",2601046,"Leptogium hildenbrandii (Garov.) Nyl.","SPECIES","ACCEPTED","Fungi","2601046: Leptogium hildenbrandii (Garov.) Nyl.",FALSE
"4039","Leptogium saturninum",2600939,"Leptogium saturninum (Dicks.) Nyl.","SPECIES","ACCEPTED","Fungi","2600939: Leptogium saturninum (Dicks.) Nyl.",FALSE
"4040","Leptoglossus occidentalis",5156102,"Leptoglossus occidentalis Heidemann, 1910","SPECIES","ACCEPTED","Animalia","5156102: Leptoglossus occidentalis Heidemann, 1910",TRUE
"4041","Leptolaimus papilliger",2283202,"Leptolaimus papilliger de Man, 1876","SPECIES","ACCEPTED","Animalia","2283202: Leptolaimus papilliger de Man, 1876",FALSE
"4042","Leptophyes albovittata",1688031,"Leptophyes albovittata (Kollar, 1833)","SPECIES","ACCEPTED","Animalia","1688031: Leptophyes albovittata (Kollar, 1833)",FALSE
"4043","Leptophyes discoidalis",1688017,"Leptophyes discoidalis (Frivaldszky, 1868)","SPECIES","ACCEPTED","Animalia","1688017: Leptophyes discoidalis (Frivaldszky, 1868)",FALSE
"4044","Leptopsylla segnis",1417654,"Leptopsylla segnis (Schonherr, 1811)","SPECIES","ACCEPTED","Animalia","1417654: Leptopsylla segnis (Schonherr, 1811)",FALSE
"4045","Leptopterna dolabrata",2011230,"Leptopterna dolabrata (Linnaeus, 1758)","SPECIES","ACCEPTED","Animalia","2011230: Leptopterna dolabrata (Linnaeus, 1758)",FALSE
"4046","Leptotes pirithous",1932976,"Leptotes pirithous (Linnaeus, 1767)","SPECIES","ACCEPTED","Animalia","1932976: Leptotes pirithous (Linnaeus, 1767) | 9965991: BOLD:AAB2752",FALSE
"4047","Leptothorax corticalis",1323979,"Leptothorax corticalis (Schenck, 1852)","SPECIES","ACCEPTED","Animalia","8217503: Temnothorax corticalis (Schenck, 1852)",FALSE
"4048","Leptura aurulenta",6269582,"Leptura aurulenta Fabricius, 1793","SPECIES","ACCEPTED","Animalia","6269582: Leptura aurulenta Fabricius, 1793",FALSE
"4049","Leptura quadrifasciata",4458782,"Leptura quadrifasciata Linnaeus, 1758","SPECIES","ACCEPTED","Animalia","4458782: Leptura quadrifasciata Linnaeus, 1758",FALSE
"4050","Lepturobosca virens",1142906,"Lepturobosca virens (Linnaeus, 1758)","SPECIES","ACCEPTED","Animalia","1142906: Lepturobosca virens (Linnaeus, 1758)",FALSE
"4051","Lepus europaeus",7952072,"Lepus europaeus Pallas, 1778","SPECIES","ACCEPTED","Animalia","7952072: Lepus europaeus Pallas, 1778",FALSE
"4052","Lepyrus capucinus",4291704,"Lepyrus capucinus (J.G.Schaller, 1783)","SPECIES","ACCEPTED","Animalia","4291704: Lepyrus capucinus (J.G.Schaller, 1783)",FALSE
"4053","Leskeella nervosa",2681341,"Leskeella nervosa Loeske, 1903","SPECIES","ACCEPTED","Plantae","2681341: Leskeella nervosa Loeske, 1903",FALSE
"4054","Lessingianthus spicatus",9433400,"Lessingianthus spicatus (Cabrera) Dematt.","SPECIES","ACCEPTED","Plantae","5397588: Vernonia spicata Cabrera",FALSE
"4055","Lestes barbarus",1424076,"Lestes barbarus Fabricius, 1798","SPECIES","ACCEPTED","Animalia","1424076: Lestes barbarus Fabricius, 1798 | 10746380: BOLD:ADC3442",FALSE
"4056","Lestes dryas",1424045,"Lestes dryas Kirby, 1890","SPECIES","ACCEPTED","Animalia","1424045: Lestes dryas Kirby, 1890",FALSE
"4057","Lestes macrostigma",1423981,"Lestes macrostigma Eversmann, 1836","SPECIES","ACCEPTED","Animalia","1423981: Lestes macrostigma Eversmann, 1836",FALSE
"4058","Lestes sponsa",1424038,"Lestes sponsa Hansemann, 1823","SPECIES","ACCEPTED","Animalia","1424038: Lestes sponsa Hansemann, 1823",FALSE
"4059","Lestes virens",1424067,"Lestes virens Charpentier, 1825","SPECIES","ACCEPTED","Animalia","1424067: Lestes virens Charpentier, 1825",FALSE
"4060","Letharia vulpina",2605403,"Letharia vulpina (L.) Hue","SPECIES","ACCEPTED","Fungi","2605403: Letharia vulpina (L.) Hue",FALSE
"4061","Lethrus apterus",1071074,"Lethrus apterus (Laxmann, 1770)","SPECIES","ACCEPTED","Animalia","1071074: Lethrus apterus (Laxmann, 1770)",FALSE
"4062","Leucania comma",5111574,"Leucania comma (Linnaeus, 1761)","SPECIES","ACCEPTED","Animalia","5111574: Leucania comma (Linnaeus, 1761)",FALSE
"4063","Leucanthemopsis alpina",3122039,"Leucanthemopsis alpina (L.) Heywood","SPECIES","ACCEPTED","Plantae","3122039: Leucanthemopsis alpina (L.) Heywood",FALSE
"4064","Leucanthemum ircutianum",5401008,"Leucanthemum ircutianum (Turcz.) DC.","SPECIES","ACCEPTED","Plantae","6303077: Leucanthemum ircutianum subsp. ircutianum",FALSE
"4065","Leucanthemum rotundifolium",5400956,"Leucanthemum rotundifolium (Willd.) DC.","SPECIES","ACCEPTED","Plantae","5400956: Leucanthemum rotundifolium (Willd.) DC. | 5400957: Leucanthemum waldsteinii (Sch.Bip.) Pouzar | 7943732: Chrysanthemum rotundifolium Willd., 1803 | 8145981: Tanacetum rotundifolium (Willd.) Simonk.",FALSE
"4066","Leucanthemum vulgare",8848598,"Leucanthemum vulgare Lam.","SPECIES","ACCEPTED","Plantae","8848598: Leucanthemum vulgare Lam.",FALSE
"4067","Leucaspius delineatus",2362881,"Leucaspius delineatus (Heckel, 1843)","SPECIES","ACCEPTED","Animalia","2362881: Leucaspius delineatus (Heckel, 1843)",FALSE
"4068","Leuciscus aspius",5851603,"Leuciscus aspius (Linnaeus, 1758)","SPECIES","ACCEPTED","Animalia","2360181: Aspius aspius (Linnaeus, 1758) | 5851603: Leuciscus aspius (Linnaeus, 1758)",FALSE
"4069","Leuciscus idus",4409643,"Leuciscus idus (Linnaeus, 1758)","SPECIES","ACCEPTED","Animalia","4409643: Leuciscus idus (Linnaeus, 1758)",FALSE
"4070","Leuciscus leuciscus",4409641,"Leuciscus leuciscus (Linnaeus, 1758)","SPECIES","ACCEPTED","Animalia","4409641: Leuciscus leuciscus (Linnaeus, 1758)",FALSE
"4071","Leucoagaricus nympharum",2535788,"Leucoagaricus nympharum (Kalchbr.) Bon","SPECIES","ACCEPTED","Fungi","2535788: Leucoagaricus nympharum (Kalchbr.) Bon",FALSE
"4072","Leucobacter tardus",7369623,"Leucobacter tardus Behrendt et al., 2008","SPECIES","ACCEPTED","Bacteria","7369623: Leucobacter tardus Behrendt et al., 2008",FALSE
"4073","Leucobryum glaucum",2675719,"Leucobryum glaucum Ångström, 1845","SPECIES","ACCEPTED","Plantae","2675719: Leucobryum glaucum Ångström, 1845",FALSE
"4074","Leucocortinarius bulbiger",5241698,"Leucocortinarius bulbiger (Alb. & Schwein.) Singer","SPECIES","ACCEPTED","Fungi","5241698: Leucocortinarius bulbiger (Alb. & Schwein.) Singer",FALSE
"4075","Leucodon sciuroides",5282884,"Leucodon sciuroides Schwaegrichen, 1816","SPECIES","ACCEPTED","Plantae","5282884: Leucodon sciuroides Schwaegrichen, 1816",FALSE
"4076","Leucojum aestivum",2860425,"Leucojum aestivum L.","SPECIES","ACCEPTED","Plantae","2860425: Leucojum aestivum L.",FALSE
"4077","Leucojum vernum",2860409,"Leucojum vernum L.","SPECIES","ACCEPTED","Plantae","2860409: Leucojum vernum L.",FALSE
"4078","Leucoma salicis",1820039,"Leucoma salicis (Linnaeus, 1758)","SPECIES","ACCEPTED","Animalia","1820039: Leucoma salicis (Linnaeus, 1758)",FALSE
"4079","Leucomastus varnensis",11112329,"Leucomastus varnensis (L.Pfeiffer, 1847)","SPECIES","ACCEPTED","Animalia","8754711: Zebrina varnensis (L.Pfeiffer, 1847)",FALSE
"4080","Leucorrhinia pectoralis",1429194,"Leucorrhinia pectoralis Charpentier, 1825","SPECIES","ACCEPTED","Animalia","1429194: Leucorrhinia pectoralis Charpentier, 1825",FALSE
"4081","Leucospis dorsigera",1360324,"Leucospis dorsigera Fabricius, 1775","SPECIES","ACCEPTED","Animalia","1360324: Leucospis dorsigera Fabricius, 1775",FALSE
"4082","Leucothrix mucor",5427773,"Leucothrix mucor Oersted, 1844","SPECIES","ACCEPTED","Bacteria","5427773: Leucothrix mucor Oersted, 1844",FALSE
"4083","Leucozona lucorum",5071172,"Leucozona lucorum (Linnaeus, 1758)","SPECIES","ACCEPTED","Animalia","5071172: Leucozona lucorum (Linnaeus, 1758)",FALSE
"4084","Leveillula cylindrospora",3483894,"Leveillula cylindrospora U.Braun","SPECIES","ACCEPTED","Fungi","3483894: Leveillula cylindrospora U.Braun",FALSE
"4085","Leveillula duriaei",3483882,"Leveillula duriaei (Lév.) U.Braun","SPECIES","ACCEPTED","Fungi","3483882: Leveillula duriaei (Lév.) U.Braun",FALSE
"4086","Leveillula taurica",2577859,"Leveillula taurica (Lév.) G.Arnaud","SPECIES","ACCEPTED","Fungi","2577859: Leveillula taurica (Lév.) G.Arnaud",FALSE
"4087","Leveillula verbasci",2577857,"Leveillula verbasci (Jacz.) Golovin","SPECIES","ACCEPTED","Fungi","2577857: Leveillula verbasci (Jacz.) Golovin",FALSE
"4088","Levisticum officinale",5371772,"Levisticum officinale Koch","SPECIES","ACCEPTED","Plantae","5371772: Levisticum officinale Koch",FALSE
"4089","Lewinella cohaerens",8252026,"Lewinella cohaerens (Lewin, 1970) Sly et al., 1998","SPECIES","ACCEPTED","Bacteria","8252026: Lewinella cohaerens (Lewin, 1970) Sly et al., 1998",FALSE
"4090","Leymus racemosus",2706374,"Leymus racemosus (Lam.) Tzvelev","SPECIES","ACCEPTED","Plantae","5671899: Elymus sabulosus M.Bieb.",FALSE
"4091","Libelloides lacteus",2103121,"Libelloides lacteus (Brullé, 1832)","SPECIES","ACCEPTED","Animalia","2103121: Libelloides lacteus (Brullé, 1832)",FALSE
"4092","Libelloides macaronius",2103147,"Libelloides macaronius (Scopoli, 1763)","SPECIES","ACCEPTED","Animalia","2103147: Libelloides macaronius (Scopoli, 1763)",FALSE
"4093","Libellula depressa",1427883,"Libellula depressa Linnaeus, 1758","SPECIES","ACCEPTED","Animalia","1427883: Libellula depressa Linnaeus, 1758 | 10362633: BOLD:AAJ2758",FALSE
"4094","Libellula fulva",1427936,"Libellula fulva Müller, 1764","SPECIES","ACCEPTED","Animalia","1427936: Libellula fulva Müller, 1764",FALSE
"4095","Libellula quadrimaculata",1427915,"Libellula quadrimaculata Linnaeus, 1758","SPECIES","ACCEPTED","Animalia","1427915: Libellula quadrimaculata Linnaeus, 1758",FALSE
"4096","Libythea celtis",1909838,"Libythea celtis (Laicharting, 1782)","SPECIES","ACCEPTED","Animalia","1909838: Libythea celtis (Laicharting, 1782) | 10134610: BOLD:AAB5250",FALSE
"4097","Ligdia adustata",1962636,"Ligdia adustata (Denis & Schiffermüller, 1775)","SPECIES","ACCEPTED","Animalia","1962636: Ligdia adustata (Denis & Schiffermüller, 1775)",FALSE
"4098","Ligularia sibirica",6445722,"Ligularia sibirica (L.) Cass.","SPECIES","ACCEPTED","Plantae","6445722: Ligularia sibirica (L.) Cass.",FALSE
"4099","Ligusticum mutellina",10848667,"Ligusticum mutellina Linnaeus, 1753","SPECIES","ACCEPTED","Plantae","10848667: Ligusticum mutellina Linnaeus, 1753",FALSE
"4100","Ligustrum vulgare",3172300,"Ligustrum vulgare L.","SPECIES","ACCEPTED","Plantae","3172300: Ligustrum vulgare L.",FALSE
"4101","Lilioceris lilii",1048809,"Lilioceris lilii (Scopoli, 1763)","SPECIES","ACCEPTED","Animalia","1048809: Lilioceris lilii (Scopoli, 1763)",FALSE
"4102","Lilium bulbiferum",2753079,"Lilium bulbiferum L.","SPECIES","ACCEPTED","Plantae","2753079: Lilium bulbiferum L.",FALSE
"4103","Lilium jankae",2753506,"Lilium jankae A.Kern.","SPECIES","ACCEPTED","Plantae","2753506: Lilium jankae A.Kern.",FALSE
"4104","Lilium martagon",2753146,"Lilium martagon L.","SPECIES","ACCEPTED","Plantae","2753146: Lilium martagon L.",FALSE
"4105","Limacus flavus",2295442,"Limacus flavus (Linnaeus, 1758)","SPECIES","ACCEPTED","Animalia","2295442: Limacus flavus (Linnaeus, 1758)",FALSE
"4106","Limax cinereoniger",4567609,"Limax cinereoniger Wolf, 1803","SPECIES","ACCEPTED","Animalia","4567609: Limax cinereoniger Wolf, 1803",FALSE
"4107","Limax maximus",2295438,"Limax maximus Linnaeus, 1758","SPECIES","ACCEPTED","Animalia","2295438: Limax maximus Linnaeus, 1758",FALSE
"4108","Limenitis camilla",8429428,"Limenitis camilla (Linnaeus, 1764)","SPECIES","ACCEPTED","Animalia","8429428: Limenitis camilla (Linnaeus, 1764) | 10216462: BOLD:AAB8291",FALSE
"4109","Limenitis populi",5132183,"Limenitis populi (Linnaeus, 1758)","SPECIES","ACCEPTED","Animalia","5132183: Limenitis populi (Linnaeus, 1758) | 10560610: BOLD:AAD0075",FALSE
"4110","Limenitis reducta",8001799,"Limenitis reducta Staudinger, 1901","SPECIES","ACCEPTED","Animalia","8001799: Limenitis reducta Staudinger, 1901 | 10367567: BOLD:AAA3800",FALSE
"4111","Limicola falcinellus",2481780,"Limicola falcinellus (Pontoppidan, 1763)","SPECIES","ACCEPTED","Animalia","7537888: Calidris falcinellus (Pontoppidan, 1763) | 8163126: Calidris falcinellus falcinellus",FALSE
"4112","Limnephilus flavospinosus",1442699,"Limnephilus flavospinosus (Stein, 1874)","SPECIES","ACCEPTED","Animalia","10405441: BOLD:AAN3933",FALSE
